,text,label
688,great vid marty! rt  #ipad2 live unboxing in front of the #sxsw apple store video,Positive emotion
689,i think i may go ipad only -- no laptop -- today at #sxswi.  any #sxsw veterans have any reasons why i shouldn't?,Positive emotion
690,they made me a #soundcloud ambassador for #sxsw i upload music from shows & they reward me rt  this soundcloud android app is fresh,Positive emotion
691,"come find me at the  booth, i have 2  #ipad cases left and we have 1 more  to win! #cbatsxsw #sxsw",No emotion toward brand or product
692,it amazes me how many people don't tuck the flap in on their apple ipad case #sxsw,No emotion toward brand or product
693,what omfg means please?  webber ipad #sxsw dionne warwick,No emotion toward brand or product
694,alert the media.  i just saw the one and only android tablet at #sxsw.  like finding a needle in a haystack!  i also saw a cr-48.,Positive emotion
695,"great for meetings, haha! #hollergram  #sxsw",No emotion toward brand or product
696,purchased mexican mavis by boy & bear... sold! on first listen. thanks #sxsw  #itunes,No emotion toward brand or product
697,i think i might go all weekend without seeing the same ipad case twice... #sxsw,Positive emotion
698,for sure! mine does via ipad rt  you know you are an #agnerd if your #dairy relies on evernote!   #sxsw #agchat,Positive emotion
699,"bummed to miss #sxsw this year, but we're all quarantined with the same kiddie cold, and i have garageband on my ipad to comfort me. #fb",Positive emotion
700,"at red 7, mist giant dope! interviewed adi from the mind of adi a few minutes ago, compared cat pics!  #sxsw location:",No emotion toward brand or product
701,"hootsuite mobile for #sxsw  updates for iphone, blackberry & android",No emotion toward brand or product
702,mashup on mobile with contextual information in the future by #google by marissa mayer #sxsw #thefutureismobile,No emotion toward brand or product
703,"there are more than a few pats here at #sxsw. if you don't know what i'm talking about, please google julia sweeney and learn.",No emotion toward brand or product
704,"well good morning #sxswi day 4... i'm ready for another day of great panels, bc alumni & the industry party tonight! #sxsw #gsdm #google",No emotion toward brand or product
705,loving my morphie juicepack today for a recharge of iphone. so worth it. #sxsw,Positive emotion
706,"brilliant move by apple: before it even begins, apple wins #sxsw",Positive emotion
707,"hey #sxsw movers and shakers,  is publishing a ""poke the box"" ebook next week. get involved:",No emotion toward brand or product
708,having so much fun handing out chances to win 2 audi cars with  #sxsw  ( apple store sxsw),No emotion toward brand or product
709,how could murphy usa better serve you inside google maps on your phone? -google is announcing great features in v5 #sxsw,Positive emotion
710,why can't my #ipad and i be intimate together? #tapworthy #designflaws #sxswi #sxsw,Positive emotion
711,compiling my #sxsw list in one google doc is taking a lot longer than i thought... so many parties. so many good musicians.,Negative emotion
712,day 1 and my charger kicked the bucket. where the heck is the apple store that's within walking distance? #sxsw,Negative emotion
713,#sxsw did my good deed ... returned a lost iphone,No emotion toward brand or product
714,"thanks to my good friend, the great  for gifting me an exogear iphone backup battery case. priceless at #sxsw",No emotion toward brand or product
715,"with just my iphone and ipad on me, i feel very unequipped compared to everyone else. dang! #sxsw",Negative emotion
716,"headed to my sole #sxsw event, the aclu dotrightsgoogle party",No emotion toward brand or product
717,whats the name of the song?  #imthetype ipad #imthetype #sxsw,No emotion toward brand or product
718,"why do we need a ""page flip effect"" -like having a fake needle on a cd-player  #tapworthy #sxsw #ipad",No emotion toward brand or product
719,what do u need?  groups challenged with coming up with iphone app to solve parenting issues #sxsw #worklifeprogress,No emotion toward brand or product
720,needs the help of a badass android developer right now for a debugging emergency. know anyone?  him. #sxsw,No emotion toward brand or product
721,couple of new blogs: random tips on awesome iphone app dev:  and the politics behind html5:  #sxsw,Positive emotion
722,why isn't news industry spending more r&d? why wait for apple to innovate for publishers (bc print is subsidizing efforts.) #newsapps #sxsw,No emotion toward brand or product
723,this dude next to me is holding and using an ipad 2 like it's a trophy. #sxsw #lookingforwardtothemusicfest,Positive emotion
724,nice  store huh?  any chance we can meet (face to face) while at #sxsw today or sat?  wanna talk #beer & #social.,No emotion toward brand or product
725,there are no hard feelings towards google.  says they would make a great partner. #checkins #sxsw #pnid,Positive emotion
726,no. 1 hack they found: people jumping over the corporate firewall (e.g. using google docs etc.) #hackingwork #sxsw,No emotion toward brand or product
727,"hope it's not a flop akabuzz!  google to launch major new social network called circles, possibly today  #sxsw",No emotion toward brand or product
728,c34: its not a retreat!  codes valid: 12:00-3:59:59p 031411 #infektd #sxsw #cvdc,No emotion toward brand or product
729,"not a rumor: apple doing popup store in downtown austin for #sxsw & ipad 2 launch  smart move, 1of many #dfcbto",Positive emotion
730,"is anyone not hopping on this groupon bandwagon?!  to launch ""groupon or living social-type"" rewards at #sxsw",No emotion toward brand or product
731,google is not launching any products at #sxsw,No emotion toward brand or product
732,"no droid? not surprised. rt  spotted at #sxsw: table of three people with 8 phones, an ipad and a macbook out. #gadgetoverload",No emotion toward brand or product
733,"to buy or not to buy rt  before it even begins, apple wins#sxsw",Positive emotion
734,"farooqui: now about mobile. ios, with android catching up fast and will grow more once they allow in-app purchasing. #gamesfortv #sxsw",Positive emotion
735,fear not! now extended through wed! -- rt  rt  last day for apple popup is sunday 313 #sxsw #appleatxdt,Positive emotion
736,calvin is now the geek charlie sheen with his goddesses.     #google #sxsw,No emotion toward brand or product
737,"of  ""we were getting feedback from #sxsw groups & we pushed out an android fix at the grilled cheese stand yesterday.""",No emotion toward brand or product
738,"of  on manufacturing serendipity- ""having access to more information makes us more curious, not less"" #sxsw",No emotion toward brand or product
739,"""all of #sxsw is nothing but a teeming sea of iphone addicts too busy twittering to ever engage with one anoth (cont)",Negative emotion
740,not a fan of a new #sxsw trend - audience sharing opinions via holding up an ipad. not here to listen to you. #annoying,Negative emotion
741,"""40 of all google maps usage is on mobile"" - marissa mayer #sxsw",No emotion toward brand or product
742,the power of apple: people who have spent hundreds of dollars to attend #sxsw are spending the day waiting in line for an ipad.,Positive emotion
743,"continuum of attitudes on crowdsourcing: gap is to ""i hear you"" as apple is to ""i'll tell you"" #sxsw",Positive emotion
744,google vp of consumer products marissa mayer says location is everything:  #sxsw,No emotion toward brand or product
745,#sxsw 20 of google searches are for local information: marissa mayer. 6 million places claimed by their owners and logged by #google,No emotion toward brand or product
746,third era of google logos  an interactive play space. get ready. #googledoodle #sxsw #gsdm,Positive emotion
747,"new batch of ipad 2's just delivered #sxsw #ipad2  apple store, sxsw  #photo",No emotion toward brand or product
748,highlight of my day was undoubtedly meeting  from google for 30 seconds after her softball fancrazed preso at #sxsw,Positive emotion
749,cool team of startups came via siliconvalley bus hacking apps   ex-google au now on stage w speakermeetup #sxsw at dogpatch labs,No emotion toward brand or product
750,"wow, lots of the #sxsw audience haven't seen the 3d vector panning in google maps for mobile - gasps of appreciation",Positive emotion
751,#sxsw tip of the day (again ;-). turn your iphone screen brightness down. way down. #conservebatterylife #peace,No emotion toward brand or product
752,first leg of the mobile social at #sxsw #fb,No emotion toward brand or product
753,i14: call of the zombie  codes valid: 4:00-7:59:59p 031211 #infektd #sxsw #zomb,No emotion toward brand or product
754,tomlinson of tx observer says apple subscription data holding is biggest impediment to success. #newsapps #sxsw,Negative emotion
755,"tip: turn off push & set fetch to manual mode for email (mail,contacts & cal  fetch new data) - saves battery.  #iphone #sxsw",No emotion toward brand or product
756,official #sxsw app sxsw go  #android #iphone #ipad thanks!installed,Positive emotion
757,"zazzle is officially at #sxsw! come by the  grille, mention us with #zazzlsxsw and youll get to make your own iphone case!",No emotion toward brand or product
758,"#technews omgjk: a kiss for ipad 2, a slap for xoom  #technews #ipad2 #jk #omg #sxsw #tech",Positive emotion
759,on #sxsw with a cr48. there's so much potential here!,No emotion toward brand or product
760,"idle time on a #sxsw friday can be an expensive thing. ( apple store, sxsw w 80 others) pic:",No emotion toward brand or product
761,usa today on ipad: makes good use of digital shortcuts while still looking like a newspaper.  #tapworthy #sxsw,Positive emotion
762,"iphone in one hand, caramel macchiato in the other. ouch-hiss-hot!  with apparently two pumps of lava. and so it begins... #sxsw #tmsxsw",Positive emotion
763,thats the one i want to get when it hits canada.rt  #sxsw ipad store sold out of everything except 64gig wifi only white,No emotion toward brand or product
764,#technews one lone dude awaits ipad 2 at apples sxsw store  #technews #apple #ipad2 #sxsw #tablets #tech,No emotion toward brand or product
765,more than one million ratings per month on google hotpot #sxsw pr,No emotion toward brand or product
766,i can haz one?  just showed off  charge anywhere at a bar to charge my iphone and the whole table wanted to buy one. #sxsw,Positive emotion
767,"""the only explanation for the continued success of apple is the existence of god.""  #enchantment #sxsw",No emotion toward brand or product
768,"#apple to open a ""pop-up"" store across the street from #sxsw for two weeks? umm, genius. if it isn't obvious... cough (#ipad2) cough",Positive emotion
769,#apple to open pop up store at #sxsw in time for #ipad2 sales,No emotion toward brand or product
770,#apple to open pop-up shop at #sxsw report,No emotion toward brand or product
771,#apple to open pop-up shop at #sxsw report: apple is set to open a temporary store in the,No emotion toward brand or product
772,#apple to open pop-up shop at sxsw  ---cool concept but i wouldn't spend my #sxsw waiting for the #ipad2,Negative emotion
773,#apple to open temporary store at #sxsw,No emotion toward brand or product
774,have some open time tues & wed if any news site managers want to chat about google news. let me know! #sxsw,No emotion toward brand or product
775,wear your openbeta vip badge at #sxsw and you might win an ipad from quibids and a case from  #sxswbuffalo,No emotion toward brand or product
776,"apple has opened a makeshift store for #sxsw, ipad2 will be available at 5pm today... #tempted",Positive emotion
777,launching our iphone app soon and we're participating to the launchrock comp at #sxsw  get your invite now! :),No emotion toward brand or product
778,hey #sxsw our new ipad app dexteria is now available  like us on facebook,Positive emotion
779,"ipad 2 is out! plenty of people at the store..and in line..scarfing them up. #sxsw ( apple store, sxsw w 65 others)",Positive emotion
780,nice line outside #sxsw #apple store! i guess people want some ipad2s!!!,Positive emotion
781,confusion over google circles. google claim circles is not being released at #sxsw and is not even in development.,No emotion toward brand or product
782,packing a point by showing iphone fragmentation  #sxsw,Negative emotion
783,"attending panel ""better living through cloud computing "" presented by google's jon wiley. #sxsw",No emotion toward brand or product
784,one #sxsw panel moderator who is from the europe says he spent 3000 in roaming charges on his iphone at sxsw 2010.,No emotion toward brand or product
785,the brown paper on the windows as the line grows at the #sxsw popup apple store by gold's gym at sixth & congress.,No emotion toward brand or product
786,"#sxsw two parties down (awesome journalism, nprgoogle), one to go (pbs).",No emotion toward brand or product
787,hey #sxsw peeps! our new iphone app on #voicefeed just launched the us:  check it out and let us know what you think!,Positive emotion
788,"watch how people interact with information... it be different, bigger, smaller... #touchingstories #ipad andor #tablet #sxsw",No emotion toward brand or product
789,hey #sxsw people! survival tip no 2. great vegitarianvegan right in the think of the action. mr natural!  #sxswsurvival,No emotion toward brand or product
790,the #sxsw pepsi max marketing street team has shown up to the popup apple store line handing out drinks & tshirts.,No emotion toward brand or product
791,"new post: per this rumor, google may preview its big social strategy at an '80s-themed costume party at #sxsw. yep",No emotion toward brand or product
792,instagram photo by iamtimbaker: google's 1980's #sxsw party with,No emotion toward brand or product
793,trying to pick up on a theme at #sxsw this year.  i think it may be the opening of data from google to government. #sxsw #bolinsxsw,No emotion toward brand or product
794,google is planning to launch a major new social network called circles. previews so far have been super positive #sxsw,Positive emotion
795,mashable: platform for concertgoers launches android app in time for sxsw -  #sxsw,No emotion toward brand or product
796,a game to play at swsx... spot non apple electronics. #sxsw,No emotion toward brand or product
797,i need to play this game on my #android - #sxsw,Positive emotion
798,grown men playing legos... google party #sxsw   speakeasy,No emotion toward brand or product
799,i left my pocket guide at the hotel. i don't know how i'm going to cope. what does that say about the usability of ipadiphone app? #sxsw,Negative emotion
800,"check out poked, liked & re-tweeted: a google love story at sxsw.
 #sxsw #sxsw15 #sxswic",No emotion toward brand or product
801,the apple pop up store at #sxsw is no joke.,Positive emotion
802,found the pop-up apple store at #sxsw,No emotion toward brand or product
803,the apple pop-up store is more attractive and impressive than many permanent retail stores. #sxsw,Positive emotion
804,the apple pop-up store line finally dwindled. time to check out ipad2. #sxsw,Positive emotion
805,"the apple popup store was off the hook last night at #sxsw - singing, dancing, high fives on new ipad purchase",Positive emotion
806,"wordpress powers 12 of websites (from #sxsw talk from wp founder).  wow.  the other 88?  russian spam bots, nigerian bankers, google",No emotion toward brand or product
807,"brilliant pr stunt, business idea and customer service response in one: apple sets up a pop-up store at #sxsw, draws crowds, media & revenue",Positive emotion
808,"panels on pr, cloud computing, android design, iphone design today. hope to redeem my panel experience in one fell swoop #sxsw",No emotion toward brand or product
809,"excellent presentation by  on ""the untapped ipad market, is your site pour?"" #sxsw #poursite #accessibility",Positive emotion
810,excellent presentation on digital magazines  #touchingstories #sxsw,No emotion toward brand or product
811,hey #sxsw presenters & attendees! here are tips on how to show presentations on the #ipad and #iphone,No emotion toward brand or product
812,ipad 2 is pretty sick! almost makes me think i need one! #sxsw,Positive emotion
813,google to preview new social network called circles at sxsw interactive today -  #google #social #sxsw #circles,No emotion toward brand or product
814,google to preview social networking platform at #sxsw conference?,No emotion toward brand or product
815,#technews privacy could headline google circles social...  #technews #aclu #googlecircles #socialnetwork #sxsw #tech,No emotion toward brand or product
816,problem with google living stories was the process of creating content didn't change - was just an interface. #hacknews #sxsw,Negative emotion
817,im in the q at the apple pop up store #sxsw with  and  !! :)),No emotion toward brand or product
818,"check out q&a with google & bing on website ranking at sxsw.
 #sxsw #qagb",No emotion toward brand or product
819,"qik video connect plus launches today! get live video chat, video mail, share live video to twitter and more  #sxsw make it for ipad",No emotion toward brand or product
820,"if you're racing around #sxsw, you best be fueling up with great local fare
#eatshopaustinapp",No emotion toward brand or product
821,now on my radar: google circus. rt  google to launch new social network: circles via   #pr  #sxsw,No emotion toward brand or product
822,"augmented reality? pah! mayer (google) calls it ""contextual discovery""  doing searches without search, with users' permission #sxsw",No emotion toward brand or product
823,"rec: give the bad apple a job in a mtg, such as taking notes. make mtg voluntary  willing participants. #gamestorming #sxsw",No emotion toward brand or product
824,google is reproducing digitally the way you organically consume information. goggles is the best example of that. #sxsw #marissameyer,Positive emotion
825,"future of retail instore  party goods up front, biz inventory in the back ala #apple mullet #sxsw #kiosks",No emotion toward brand or product
826,"retiring from wine library tv, moving onto daily grape. get the app on yr iphone. #thankyouecon #sxsw",Positive emotion
827,"reveals average time users spent on nyt's oscars ipad app was 16mins: ""that blew my mind"" #newsapps #sxsw",Positive emotion
828,"they were right, the  3 app on #android is sweeeeet! nice job by the team there. #sxsw",Positive emotion
829,"rt  google to launch new social network called circles, possibly today  #sxsw reported on buzz?",No emotion toward brand or product
830,rt  we interrupt your regularly scheduled #sxsw geek programming with big news   #google #circles,No emotion toward brand or product
831,rt  mayer: 20 of google searches are for local information #sxsw pr,No emotion toward brand or product
832,congrats! rt  good news! austin eats: bbq for iphone is now available -  #itunes #austin #bbq #sxsw #sxswi,Positive emotion
833,congrats! rt  just won an awesome ipad from  at the #sxswbuffalo lounge! my #sxsw experience is complete! #quibidswin,Positive emotion
834,congrats! rt  yes! gowalla wins best andoid app at the team android choice awards. thanks all! #sxsw,Positive emotion
835,"l.a.m.e.  rt  ""...by the law of averages, better than buzz"" rt  ""google circles will be  ""  #sxsw",Negative emotion
836,love it . rt  from #apple to naomi campbell: pop-up stores are all the rage:  #sxsw,Positive emotion
837,"love you! rt  en route to austin, tx for #sxsw accompanied by fedoras  instruments  weird haircuts  apple products",No emotion toward brand or product
838,shut. up. rt  it's not a rumor: apple is opening a temp store in downtown austin for #sxsw & the ipad 2 launch.,No emotion toward brand or product
839,too late? rt  #google to launch a #socialnetwork at #sxsw today? #socialmedia #fb,No emotion toward brand or product
840,yen only? rt  very important: make sure you are donating to the japanese red cross:  #sxswcares #sxsw #quake,No emotion toward brand or product
841,new #sxsw rule: no more ooing and ahing over your new ipad. we get it. its not a big deal. everybody has one now... :-),Negative emotion
842,google is saving users 2 years of time with gps navigation using alternate routes w traffic #sxsw,Positive emotion
843,saw u r going to #sxsw. dwnld #groundlink app & ride for 10 in austin during sxsw i see us booth 437,No emotion toward brand or product
844,#sxsw app schedule #fail try sched.org - google: sched sxsw 2011 click first link. all the unofficial parties and room counts. genius.,No emotion toward brand or product
845,"i current screen in my browser is ""upload an application"" #android #lmndst #startupbus #sxsw",No emotion toward brand or product
846,grabbed a seat in ballroom d to hear  from google #sxsw,Positive emotion
847,"expect to see several nfc  trials this yr, google & android working w  #virtualwallet #digitalid #sxsw",No emotion toward brand or product
848,"ok,i have seen two impressive lines since i'm at #sxsw  the one at the apple store yesterday. & the  party now cc",Positive emotion
849,"spark is selected as a finalist in team android choice awards! if you're in austin 313, please come & support  #sxsw",No emotion toward brand or product
850,"#apple is setting up a pop-up store in downtown austin (to sell bajillions of ipad2s to #sxsw attendees, of course!)",Positive emotion
851,google is setting up a bunch of computers at their #sxsw trade show exhibit. premiere of google circles?,No emotion toward brand or product
852,i've seen several people working on ipad 2s at #sxsw today.,No emotion toward brand or product
853,there's a short line building at the flash apple store downtown. people want their new ipads. #sxsw,No emotion toward brand or product
854,exclusive shot of #sxsw popup apple store!,Positive emotion
855,"i guess i should say i told you so!
apple is opening up a temporary store in downtown austin for #sxsw & ipad 2 launch",No emotion toward brand or product
856,#ipad art show at  just in time for #sxsw check it out you interactive fools,Positive emotion
857,"mayer now showcasing 'google places with hotpot', a restaurants-rating tool. hello, mobile advertisingcheck-ins push. #sxsw",No emotion toward brand or product
858,"danger of sitting on floor and charging your laptop, ipod, iphone, etc is the dreaded ""dead butt"". damn those tingles. #sxsw #sxnewworlds",No emotion toward brand or product
859,so  just spilled the beans: next platform for flipboard is the iphone. team started working on it. #sxflip #sxsw #sxswi,No emotion toward brand or product
860,so #jealous of you. #sxsw & you have the new ipad?!,Positive emotion
861,"impressed so far with the ipad 2's slim form and ""instant on""-ness that i've seen. haven't tried one myself yet. #sxsw #sxswi",Positive emotion
862,#apple is so smart to open a pop-up store in #austin while #sxsw crowd's there.,Positive emotion
863,q: why do social sites like delicious often have better results than google or bing? #qagb #sxsw,Negative emotion
864,ipad 2 is sold-out and 70 were 1st time users #sxsw,Positive emotion
865,we've got some exciting things that we'll be showing off at #sxsw this year: including drag and drop store management on your iphone,Positive emotion
866,wonder if some geeks have google's marissa mayer's poster on their walls? #sxsw,No emotion toward brand or product
867,talked to some great developers at the android meetup. looking forward to working with them. #sxsw #android #androidsxsw,Positive emotion
868,so we had some information from  this morning that an apple store is getting build at #sxsw for two weeks.  ipad2 love? - jealous!,Positive emotion
869,i've seen some of the best ipad cases ever here at #sxsw - i'm starting to transfer a bit of my book fetishism to ipads slowly but surely.,Positive emotion
870,the #ipad spambots are ramping up #ipad2 #apple #free #offers #sxsw #spammers #goaway,No emotion toward brand or product
871,spotted at #sxsw: man in need of an ipad (2?)   #sxswi man in need should go to sxsw apple store,Positive emotion
872,i need to start downloading more apps on my ipad and play with them for inspiration. what are your favorites? #uxdes #sxsw,No emotion toward brand or product
873,they just started bringing out the crowd baracades at the #sxsw popup apple store.,No emotion toward brand or product
874,the queue starts early at the #sxsw apple pop-up shop:,No emotion toward brand or product
875,check out staying alive: can indie iphone game development survive? at #sxsw #stayingalive,No emotion toward brand or product
876,"there are still ipad 2s to be had, at least at the #sxsw pop-up apple store.  just bought one.",Positive emotion
877,stop by and let us make you a custom iphone case! #zazzlesxsw #sxsw #sxswi,No emotion toward brand or product
878,the apple store at #sxsw is almost sell out...,No emotion toward brand or product
879,the apple store in austin and 100 people taking a pic of it. #ipad2 #sxsw,Positive emotion
880,"oh, apple store...you look so at home here in downtown austin #sxsw #sxtxstate  apple store, sxsw  #photo",Positive emotion
881,they'd be stupid not to.  apple is opening a temporary store in austin for #sxsw & the ipad 2 launch  (via,Positive emotion
882,great new support for web fonts  here at #sxsw #google,Positive emotion
883,so  #sxsw supposedly has a mobile apple store that will pop up and open at 3 ish?,No emotion toward brand or product
884,just what sxsw needed. more lines! apple to open temporary store in downtown austin for #sxsw and the ipad 2 launch bit.lyg03mzb,No emotion toward brand or product
885,sxsw official iphone app here:   enjoy!  #sxsw,No emotion toward brand or product
886,the great talk of  must be the only one at #sxsw that didn't mention apple!,Positive emotion
887,catch our talk on text-to-speech for android & chrome at the league of extraordinary hackers.  #sxsw,No emotion toward brand or product
888,"you guys, tall-tee ipad hoodies are in at #sxsw  you heard it here first!",No emotion toward brand or product
889,team android at #sxsw party details  ---note video of  showing how close rainey st is to acc,No emotion toward brand or product
890,there's a temporary sxsw apple store in austin. true. let it sink in. #corporate #hipster #sxsw,No emotion toward brand or product
891,"just read that #apple will be at #sxsw selling ipad 2 on release day. good lord, the vortex of smugness that day may be unbearable.",Negative emotion
892,need: app that alerts me of more #ipads in palo alto.  i'm convinced that #apple shipped the majority of them to the pop-up store at #sxsw,No emotion toward brand or product
893,for those that can't wait. 6th and congress get ur ipad 2. rt  apple opening pop-up store in austin for #sxsw tcrn.cheb5fjs,No emotion toward brand or product
894,is it bad that i just want to go home and read my google reader feed? #geek #sxsw,Positive emotion
895,"actually, that's 150m of google maps on mobile  not including desktop #sxsw",No emotion toward brand or product
896,hahahahah that's funny rt  never seen so many heads turn at one point. someone from #apple asks a question to reid hoffman #sxsw,No emotion toward brand or product
897,anyone at the   show have an iphone charger? need to tweet jokes about beardstext ppl to make them jealous. #sxsw,No emotion toward brand or product
898,attending the  party at #sxsw with some very interested people!!!! #wiiings,No emotion toward brand or product
899,check out the  route  ; rsvp here -  #sxswi #sxsw,No emotion toward brand or product
900,following the  #leanux panel from #sxsw on realtime on google docs  thanks to,No emotion toward brand or product
901,pre-order the  'humorous to bees' lp on  catch them this month   #sxsw,No emotion toward brand or product
902,unveiling the  pop-up store #sxsw,No emotion toward brand or product
903,"for being the ""interactive"" portion of #sxsw people sure aren't interacting much #iphone #istoned #tweetaholic #tech #tweetanonymous #addict",No emotion toward brand or product
904,pics from the #apple #ipad2 line at #sxsw #fb,No emotion toward brand or product
905,check out the #dokobots game from  for iphone and android.  seems pretty cool. #geogames #sxsw #tmsxsw,Positive emotion
906,holy crap the #sxsw 2011 showcase torrents are up already 3,No emotion toward brand or product
907,the 10 most dangerous iphone apps.,No emotion toward brand or product
908,word from the austin apple pop up store setup crew is 5pm tom open. ill be there #sxsw,No emotion toward brand or product
909,view from the back of the line to get into league of extraordinary hackers #google event #sxsw,No emotion toward brand or product
910,hopefully the best thing that comes from #sxsw isn't the fact people flew to austin to pick up an ipad.,Positive emotion
911,so what's the best #sxsw mobile app (android!) app to make the panel and party agenda. offline use get a,No emotion toward brand or product
912,following the binggoogle seo session #qagb at #sxsw and my buddy  #seo,No emotion toward brand or product
913,following the buzz? (hee hee) - google drip feeding information about facebook rival: #circles #sxsw,No emotion toward brand or product
914,phrase of the day iphone ready android coming #sxsw,No emotion toward brand or product
915,"goals for the day:  knock out government talks, install android sdk,  & pray that the #sencha#phonegap workshop does #android too #sxsw",No emotion toward brand or product
916,first day the exhibit hall is open at #sxsw! stop by the #emc booth to enter to win an ipad 2!,Positive emotion
917,check out the free  sampler on itunes!  #sxsw,No emotion toward brand or product
918,audioboo: the front of the apple ipad 2 queue  #sxsw #sxswsa #apple #ipad2 #austin #texas,No emotion toward brand or product
919,following the googlebing qa session at #sxsw.  great insights for webmasters #qagb,Positive emotion
920,"oh, 'ware the ides of march.  location:   #sxsw",No emotion toward brand or product
921,the ipad dj is setting up at  #sxsw,No emotion toward brand or product
922,sxsw ppl: the ipad 3 will be released before you're home and have unpacked. #sxsw,No emotion toward brand or product
923,unloading the ipads   #sxsw #apple #ipad2,No emotion toward brand or product
924,it's like the ipoo app for iphone!   ha! rt  4chan is the internet's bathroom wall. #sxswmoot #sxsw,Positive emotion
925,z27: i am the law  codes valid: 4:00-7:59:59p 031311 #infektd #sxsw #zlf,No emotion toward brand or product
926,picked up the mophie juice boost pack for iphone today. this chick -and weekend- calls for ample juice #sxsw,No emotion toward brand or product
927,pdanet is the most awesome app yet for the android! #sxsw  likes!,Positive emotion
928,check out the new  app  - this is gonna be huge next week at #sxsw and beyond.,Positive emotion
929,"check out the new app for android launched at #sxsw, play by aol music, essentially instagram for music.",No emotion toward brand or product
930,the new whrrl app is now live in the iphone app store and android marketplace. get it while it's hot! (just in time for #sxsw!),Positive emotion
931,just used the ol' ipad to help some brits find their hotel in austin. #gooddeed #sxsw #winning,Positive emotion
932,i must be the only one at #sxsw without an ipad2. someone needs to make a case that makes my original ipad look like a new 2nd gen.,Positive emotion
933,no longer the only one eating alone at a table for one with my iphone and facebook... it's the new normal #sxsw,No emotion toward brand or product
934,"will i be the only one at #sxsw with a blackberry, a dell & no ipad? feeling like a dork  a geek conference. does that make sense? :(",No emotion toward brand or product
935,have both the phones in the  demo been the google phones? or are we going to see an iphone? #sxsw,No emotion toward brand or product
936,unveiling the pop-up apple store in the scarborough building! #sxsw,Positive emotion
937,of course the seo q&a w google and bing panel is packed..yet they put it in a tiny room. #sxsw,No emotion toward brand or product
938,ipad 2 is the star gadget of sxsw:  #sxsw,Positive emotion
939,"so i went the whole day wout my laptop & just used my ipad 1. things i missed: ftp, cloudapp, fast typing, & skype. #ipad #sxsw",Negative emotion
940,exploring the world in 3d with xml combines google earth w location of individuals to show where you've been over time. so cool! #sxsw,Positive emotion
941,"last year there was not a single ipad in public at #sxsw. today, they're more common than laptops, and i haven't seen any android tablets.",Positive emotion
942,you think there would be a #sxsw app for blackberry. just when i gave iphone the finger! guess i'll have to carry around an ipad. lame,Negative emotion
943,"there's an expectation of engagement on the ipad that is both visual and social, of delving into the experience #sxsw #sxfl",Positive emotion
944,"of course they are, ha rt   apple opening temporary store in austin for #sxsw & ipad 2 launch",No emotion toward brand or product
945,"i bet you they sell out of their 100,000 new ipads in less than 3 days #sxsw #ipad ( apple store, sxsw w 70 others)",No emotion toward brand or product
946,it's like they took the geeky 1 of every apple store line in the country and planted them all at #sxsw,No emotion toward brand or product
947,"wow, this thing is insanely thin & light. hold out for the ipad 2. seriously. #sxsw #mosaicxm",Positive emotion
948,among the things i am missing at #sxsw: the google-aclu 80's dance party.,Positive emotion
949,"the top 7 things i've loved about #sxsw so far-   #outbrain, #ipad, #groupme,",Positive emotion
950,i like to think apple decided to sell their new ipad at #sxsw based on my suggestion -  everyone... you are welcome.,Positive emotion
951,"if anyone thinks i'm going to be walking around at #sxsw with an old and inferior ipad 1 once the ipad 2 is released, well, they are wrong!",Positive emotion
952,people in this apple store do not...smell great. #sxsw #hereforwork #nottheipad2,Negative emotion
953,"check out this new #android app #bizzy, we're using it to check out #sxsw",Positive emotion
954,people in this session are taking photos with their ipad 2s up in the air... #doingitwrong #sxsw,No emotion toward brand or product
955,check out this video to get a glimpse at what the action was like - the ipad 2 ...  #ipad #sxsw #gadgets,No emotion toward brand or product
956,"in austin this wk& need your #iphone or #ipad fixed,find the guy wthe sign on the hilton cnr near conventionctr #sxsw",No emotion toward brand or product
957,"we missed this,  check out google doodles: burning man to pac-man and beyond. 
 #sxsw",No emotion toward brand or product
958,"i believe this, too. they're good. rt  my life would be so much better with an ipad. #brainwashed #lines #sxsw",Positive emotion
959,how about this: will be late rt  google circles will be     #sxsw,No emotion toward brand or product
960,listen to this!! the brocast: episode #2  #ios #apple #iphone #sxsw #music,No emotion toward brand or product
961,"some dude thought my buddy  figured out how to put keyboard on ipad.  told him it was a netbook,: guy unconvinced.  obviously wasted. #sxsw",No emotion toward brand or product
962,there are thousands of ipad 2's floating around austin at #sxsw and i have not seen even one single android tablet.  not even one. zero.,Positive emotion
963,i spotted three ipad 2's in just the first 10 minutes here. lots of ipad 1s. you'd think you were at macworld. #sxsw,No emotion toward brand or product
964,"three types of people at work: the ghost, the bad apple and the kid. #gamestorming #sxsw",No emotion toward brand or product
965,excellent tip from  going to #sxsw? the new iphone guide to #austin by  is free march 9-15. hard to beat free. #lp,Positive emotion
966,#sxsw pro tip: remove access to corporate twitter account from iphone by 4pm each day.,No emotion toward brand or product
967,head over to   by 1pm cst today to win vip access to my acoustic solo set at #sxsw tonight with #nokiaconnects,No emotion toward brand or product
968,listening to  discuss new interaction paradigms in designing for the ipad #uxdes #sxsw,No emotion toward brand or product
969,listening to  talk about ipad design #sxsw,No emotion toward brand or product
